Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
525,CA-2019-001054,2020-02-15,2020-02-17,Standard Class,CU-00674,Customer_674,Consumer,United States,Dallas,South Carolina,95996,South,PRD-LAB-8862,Office Supplies,Labels,Mead Tab,130.25,1,0.2,20.04
526,CA-2021-000177,2021-01-10,2021-01-13,Second Class,CU-00798,Customer_798,Consumer,United States,Portland,Nevada,31483,West,PRD-MAC-2248,Technology,Machines,Cubify CubeX,26670.94,7,0.0,1125.15
527,CA-2021-000172,2020-11-22,2020-11-25,Standard Class,CU-00095,Customer_95,Corporate,United States,Dallas,Georgia,69151,South,PRD-SUP-9368,Office Supplies,Supplies,ACCO Binder,804.25,1,0.0,12.06
528,CA-2021-001078,2022-06-24,2022-06-30,Second Class,CU-00776,Customer_776,Consumer,United States,Las Vegas,Arizona,12389,West,PRD-ACC-3658,Technology,Accessories,Logitech M325,634.06,1,0.1,100.15
529,CA-2019-001948,2021-04-04,2021-04-08,Second Class,CU-00330,Customer_330,Consumer,United States,Kansas City,Minnesota,77163,Central,PRD-TAB-4715,Furniture,Tables,Bretford CR4500,10515.06,4,0.1,-512.46
530,CA-2022-000193,2019-01-08,2019-01-13,Standard Class,CU-00099,Customer_99,Consumer,United States,New York,Maine,34652,East,PRD-FUR-7808,Furniture,Furnishings,Tensor Lamp,80.48,3,0.1,7.54
531,CA-2021-000060,2021-10-09,2021-10-14,Standard Class,CU-00436,Customer_436,Corporate,United States,Baltimore,Massachusetts,72053,East,PRD-LAB-1532,Office Supplies,Labels,Avery Labels,3074.37,4,0.0,565.7
532,CA-2020-000215,2021-02-16,2021-02-23,Standard Class,CU-00292,Customer_292,Home Office,United States,Boston,Massachusetts,43853,East,PRD-TAB-9699,Furniture,Tables,Bretford CR4500,2740.81,2,0.1,-98.08
533,CA-2019-000242,2019-08-21,2019-08-24,Standard Class,CU-00779,Customer_779,Corporate,United States,Las Vegas,Washington,57517,West,PRD-FUR-3027,Furniture,Furnishings,Tensor Lamp,689.41,1,0.0,71.64
534,CA-2019-000351,2022-02-05,2022-02-10,Standard Class,CU-00071,Customer_71,Corporate,United States,Baltimore,New Hampshire,48955,East,PRD-TAB-6110,Furniture,Tables,Bretford CR4500,6065.97,5,0.0,-221.78
535,CA-2020-001585,2021-08-18,2021-08-24,Standard Class,CU-00173,Customer_173,Home Office,United States,New York,Maine,15573,East,PRD-ART-3601,Office Supplies,Art,Sanford Pens,1421.57,3,0.3,159.76
536,CA-2022-000755,2022-12-21,2022-12-24,First Class,CU-00795,Customer_795,Home Office,United States,New York,Maine,38628,East,PRD-SUP-7683,Office Supplies,Supplies,Eldon Tape,631.39,1,0.0,14.86
537,CA-2019-000856,2022-06-09,2022-06-14,Second Class,CU-00128,Customer_128,Consumer,United States,Los Angeles,Utah,37657,West,PRD-FUR-3231,Furniture,Furnishings,Tensor Lamp,4044.35,2,0.0,412.24
538,CA-2020-001356,2022-04-24,2022-04-27,Second Class,CU-00048,Customer_48,Consumer,United States,Chicago,Minnesota,63155,Central,PRD-CHA-2965,Furniture,Chairs,Hon 5700,4531.5,6,0.0,346.66
539,CA-2020-000205,2022-03-22,2022-03-24,Standard Class,CU-00378,Customer_378,Corporate,United States,San Francisco,Arizona,24760,West,PRD-BOO-7772,Furniture,Bookcases,Bush Bookcase,296.59,1,0.2,20.84
540,CA-2019-000958,2019-10-26,2019-10-30,Standard Class,CU-00163,Customer_163,Consumer,United States,Miami,Louisiana,93237,South,PRD-ENV-9010,Office Supplies,Envelopes,Universal Peel-Seal,3176.65,6,0.0,518.42
541,CA-2022-001338,2020-02-22,2020-02-26,Standard Class,CU-00466,Customer_466,Home Office,United States,Washington DC,New Hampshire,47889,East,PRD-COP-5576,Technology,Copiers,Xerox DocuCenter,1736.76,1,0.3,320.94
542,CA-2022-001107,2021-03-10,2021-03-14,Standard Class,CU-00565,Customer_565,Corporate,United States,Minneapolis,Ohio,72499,Central,PRD-STO-1280,Office Supplies,Storage,Eldon Stackables,3108.41,4,0.0,321.26
543,CA-2020-000469,2020-06-05,2020-06-10,Second Class,CU-00251,Customer_251,Home Office,United States,Boston,Connecticut,78423,East,PRD-FUR-1332,Furniture,Furnishings,DAX Frame,960.14,1,0.4,98.08
544,CA-2022-001982,2019-11-02,2019-11-09,Standard Class,CU-00783,Customer_783,Corporate,United States,Portland,Idaho,10441,West,PRD-SUP-6591,Office Supplies,Supplies,ACCO Binder,238.56,1,0.0,4.22
545,CA-2022-001849,2021-04-03,2021-04-08,Second Class,CU-00483,Customer_483,Corporate,United States,New Orleans,Louisiana,92424,South,PRD-MAC-7224,Technology,Machines,Cubify CubeX,1022.11,2,0.0,46.08
546,CA-2020-000162,2019-02-03,2019-02-08,Same Day,CU-00698,Customer_698,Corporate,United States,Minneapolis,Wisconsin,83719,Central,PRD-CHA-7729,Furniture,Chairs,Hon 5700,980.11,4,0.5,65.59
547,CA-2022-001207,2021-01-29,2021-02-01,Standard Class,CU-00627,Customer_627,Corporate,United States,San Francisco,Nevada,38635,West,PRD-TAB-5594,Furniture,Tables,Bretford CR4500,9000.92,3,0.0,-564.42
548,CA-2022-001336,2022-01-13,2022-01-16,First Class,CU-00235,Customer_235,Corporate,United States,Los Angeles,Montana,46317,West,PRD-APP-4544,Office Supplies,Appliances,Fellowes Shredder,4263.45,4,0.0,470.02
549,CA-2021-000642,2022-02-13,2022-02-18,Standard Class,CU-00215,Customer_215,Consumer,United States,Detroit,Indiana,69291,Central,PRD-BOO-5509,Furniture,Bookcases,Bush Bookcase,1602.46,1,0.0,77.65
550,CA-2022-000422,2019-10-03,2019-10-05,Standard Class,CU-00163,Customer_163,Consumer,United States,Washington DC,Virginia,91087,East,PRD-ENV-5908,Office Supplies,Envelopes,Staples Business,1672.74,4,0.2,341.29
551,CA-2019-000334,2022-11-02,2022-11-08,Standard Class,CU-00171,Customer_171,Consumer,United States,Houston,South Carolina,32950,South,PRD-ART-4469,Office Supplies,Art,Faber-Castell Pencils,452.47,1,0.1,76.0
552,CA-2019-000110,2021-12-27,2022-01-01,Second Class,CU-00752,Customer_752,Corporate,United States,Miami,Florida,87892,South,PRD-TAB-3820,Furniture,Tables,Bevis Round,4879.25,3,0.0,-202.12
553,CA-2019-001053,2022-01-01,2022-01-05,Standard Class,CU-00666,Customer_666,Home Office,United States,Portland,Arizona,59220,West,PRD-BOO-1881,Furniture,Bookcases,Sauder Barrister,2451.66,1,0.0,145.27
554,CA-2020-000381,2022-01-08,2022-01-14,Standard Class,CU-00538,Customer_538,Corporate,United States,Los Angeles,Idaho,33565,West,PRD-COP-9329,Technology,Copiers,HP LaserJet,3980.65,4,0.1,746.51
555,CA-2020-000485,2019-04-01,2019-04-05,Standard Class,CU-00650,Customer_650,Consumer,United States,New Orleans,Florida,33371,South,PRD-COP-4612,Technology,Copiers,Canon imageCLASS,578.2,3,0.1,137.8
556,CA-2022-001137,2020-07-19,2020-07-26,Standard Class,CU-00086,Customer_86,Corporate,United States,Miami,Florida,99304,South,PRD-APP-1447,Office Supplies,Appliances,Hoover Stick Vac,2328.29,4,0.3,290.39
557,CA-2020-001423,2019-07-21,2019-07-25,Second Class,CU-00517,Customer_517,Corporate,United States,New York,Virginia,73016,East,PRD-MAC-1423,Technology,Machines,Cubify CubeX,6496.76,3,0.2,382.27
558,CA-2020-000933,2019-10-30,2019-11-04,Standard Class,CU-00296,Customer_296,Corporate,United States,Dallas,Georgia,81535,South,PRD-STO-9046,Office Supplies,Storage,Fellowes Bankers,1846.88,2,0.0,176.5
559,CA-2020-000934,2021-11-04,2021-11-08,Standard Class,CU-00282,Customer_282,Corporate,United States,Miami,Arkansas,15293,South,PRD-BOO-5280,Furniture,Bookcases,Bush Bookcase,5377.64,5,0.0,366.0
560,CA-2020-001920,2020-07-05,2020-07-10,Second Class,CU-00041,Customer_41,Consumer,United States,Philadelphia,New Jersey,29565,East,PRD-MAC-6999,Technology,Machines,Cubify CubeX,992.87,2,0.2,51.21
561,CA-2022-001096,2022-06-11,2022-06-16,Standard Class,CU-00402,Customer_402,Consumer,United States,San Francisco,Utah,88918,West,PRD-APP-3060,Office Supplies,Appliances,Holmes Fan,327.23,1,0.0,27.84
562,CA-2022-001037,2019-12-30,2020-01-04,Standard Class,CU-00249,Customer_249,Corporate,United States,Boston,Maryland,94381,East,PRD-ENV-7194,Office Supplies,Envelopes,Kraft Clasp,556.13,3,0.2,88.85
563,CA-2022-000491,2021-12-04,2021-12-09,Second Class,CU-00378,Customer_378,Consumer,United States,St. Louis,Ohio,32396,Central,PRD-FAS-5875,Office Supplies,Fasteners,OIC Binder,267.59,1,0.1,57.46
564,CA-2021-000395,2020-05-30,2020-06-02,Standard Class,CU-00192,Customer_192,Home Office,United States,Minneapolis,Minnesota,50577,Central,PRD-PHO-7387,Technology,Phones,Cisco SPA303,2764.72,1,0.0,473.79
565,CA-2022-000954,2020-01-18,2020-01-22,Standard Class,CU-00544,Customer_544,Consumer,United States,Atlanta,South Carolina,99546,South,PRD-ACC-8697,Technology,Accessories,Logitech M325,2191.29,2,0.0,366.53
566,CA-2020-000375,2022-02-12,2022-02-17,Standard Class,CU-00039,Customer_39,Home Office,United States,Los Angeles,Colorado,41646,West,PRD-FAS-3199,Office Supplies,Fasteners,Staples Pushpin,1998.9,2,0.0,422.69
567,CA-2022-000169,2020-03-03,2020-03-10,Standard Class,CU-00093,Customer_93,Corporate,United States,Dallas,Louisiana,38329,South,PRD-COP-6162,Technology,Copiers,Xerox DocuCenter,1785.89,5,0.3,528.43
568,CA-2022-000581,2022-05-27,2022-06-03,Second Class,CU-00036,Customer_36,Corporate,United States,Chicago,Kansas,16334,Central,PRD-BOO-9070,Furniture,Bookcases,Sauder Barrister,874.25,1,0.0,64.49
569,CA-2019-000333,2021-08-03,2021-08-10,Standard Class,CU-00425,Customer_425,Home Office,United States,Detroit,Wisconsin,22492,Central,PRD-ACC-4028,Technology,Accessories,Logitech M325,125.92,1,0.1,18.15
570,CA-2021-000179,2021-08-25,2021-08-30,Second Class,CU-00625,Customer_625,Consumer,United States,Philadelphia,New Jersey,53758,East,PRD-FAS-7807,Office Supplies,Fasteners,Acco Brass Clips,4238.72,5,0.2,753.05
571,CA-2020-001511,2019-05-26,2019-06-01,Second Class,CU-00143,Customer_143,Consumer,United States,New York,Maryland,89127,East,PRD-MAC-9834,Technology,Machines,Cubify CubeX,801.57,1,0.0,28.69
572,CA-2020-000152,2022-05-17,2022-05-22,Standard Class,CU-00749,Customer_749,Consumer,United States,San Francisco,Nevada,89504,West,PRD-TAB-6491,Furniture,Tables,KI Adjustable,330.13,2,0.0,-18.94
573,CA-2020-001258,2019-02-13,2019-02-19,Second Class,CU-00120,Customer_120,Consumer,United States,Chicago,Indiana,92638,Central,PRD-STO-8023,Office Supplies,Storage,Iris Stacking,1901.1,2,0.0,169.76
574,CA-2022-000582,2021-12-01,2021-12-07,Standard Class,CU-00218,Customer_218,Consumer,United States,New York,Virginia,17259,East,PRD-PAP-1446,Office Supplies,Paper,Hammermill Copy,1648.82,2,0.0,416.88
575,CA-2021-000148,2019-04-17,2019-04-23,Second Class,CU-00147,Customer_147,Consumer,United States,Seattle,Colorado,56634,West,PRD-BIN-2782,Office Supplies,Binders,Storex DuraTech,1832.65,2,0.1,247.02
576,CA-2021-000088,2020-05-10,2020-05-14,First Class,CU-00755,Customer_755,Home Office,United States,Atlanta,Texas,25181,South,PRD-SUP-4179,Office Supplies,Supplies,ACCO Binder,407.41,2,0.3,10.17
577,CA-2020-001477,2021-02-05,2021-02-10,Second Class,CU-00595,Customer_595,Consumer,United States,Philadelphia,Virginia,94559,East,PRD-BOO-8397,Furniture,Bookcases,Atlantic Oskar,213.62,3,0.1,16.61
578,CA-2021-001277,2021-07-16,2021-07-23,First Class,CU-00304,Customer_304,Corporate,United States,New Orleans,Florida,12067,South,PRD-BIN-7893,Office Supplies,Binders,Storex DuraTech,2762.71,4,0.0,419.6
579,CA-2021-001943,2019-10-25,2019-10-30,Standard Class,CU-00318,Customer_318,Corporate,United States,Chicago,Kansas,48738,Central,PRD-PAP-3407,Office Supplies,Paper,Xerox 4200,261.42,2,0.0,52.3
580,CA-2021-000455,2020-01-14,2020-01-20,Second Class,CU-00638,Customer_638,Corporate,United States,San Francisco,Nevada,24202,West,PRD-COP-3314,Technology,Copiers,Xerox DocuCenter,3028.57,4,0.5,554.88
581,CA-2019-001650,2019-08-30,2019-09-03,Second Class,CU-00533,Customer_533,Home Office,United States,Minneapolis,Wisconsin,93917,Central,PRD-APP-3849,Office Supplies,Appliances,Fellowes Shredder,678.47,3,0.4,84.68
582,CA-2019-000100,2022-09-08,2022-09-14,Standard Class,CU-00712,Customer_712,Consumer,United States,Dallas,South Carolina,28156,South,PRD-FAS-6647,Office Supplies,Fasteners,Acco Brass Clips,6393.85,6,0.0,954.22
583,CA-2020-000786,2022-04-24,2022-04-30,Standard Class,CU-00646,Customer_646,Consumer,United States,Baltimore,Massachusetts,63245,East,PRD-BIN-5358,Office Supplies,Binders,Storex DuraTech,597.9,1,0.1,70.49
584,CA-2022-000139,2019-07-21,2019-07-26,Second Class,CU-00197,Customer_197,Home Office,United States,Baltimore,Maine,65830,East,PRD-BIN-9659,Office Supplies,Binders,Ibico Mag Binder,491.44,2,0.4,49.33
585,CA-2022-000927,2020-07-10,2020-07-15,Standard Class,CU-00399,Customer_399,Consumer,United States,San Francisco,Arizona,76719,West,PRD-BOO-8838,Furniture,Bookcases,Sauder Barrister,79.25,4,0.1,5.04
586,CA-2020-001479,2019-06-16,2019-06-21,Second Class,CU-00645,Customer_645,Consumer,United States,St. Louis,Missouri,19837,Central,PRD-MAC-1785,Technology,Machines,Cubify CubeX,3583.48,6,0.2,134.03
587,CA-2019-001041,2019-12-29,2020-01-04,Standard Class,CU-00508,Customer_508,Home Office,United States,Houston,Arkansas,63449,South,PRD-STO-3353,Office Supplies,Storage,Iris Stacking,357.67,1,0.2,24.67
588,CA-2022-001000,2019-10-14,2019-10-19,Second Class,CU-00743,Customer_743,Corporate,United States,Minneapolis,Illinois,68854,Central,PRD-PAP-3247,Office Supplies,Paper,Xerox 4200,1340.23,2,0.0,327.95
589,CA-2019-001844,2022-12-03,2022-12-10,Standard Class,CU-00465,Customer_465,Consumer,United States,Chicago,Michigan,84110,Central,PRD-FUR-7509,Furniture,Furnishings,Eldon Desk,3396.95,5,0.5,333.88
590,CA-2022-000323,2020-12-07,2020-12-14,Standard Class,CU-00105,Customer_105,Home Office,United States,Atlanta,Florida,36557,South,PRD-STO-8606,Office Supplies,Storage,Storex Drawers,612.4,1,0.4,39.12
591,CA-2021-000373,2020-05-02,2020-05-08,First Class,CU-00077,Customer_77,Consumer,United States,Chicago,Missouri,65299,Central,PRD-MAC-8663,Technology,Machines,Lexmark Laser,3267.38,2,0.0,135.75
592,CA-2022-000310,2022-03-31,2022-04-04,Standard Class,CU-00463,Customer_463,Corporate,United States,Atlanta,Texas,32111,South,PRD-TAB-9360,Furniture,Tables,KI Adjustable,1941.34,1,0.0,-71.03
593,CA-2021-000529,2019-08-10,2019-08-17,Standard Class,CU-00604,Customer_604,Consumer,United States,Washington DC,Maine,80016,East,PRD-PHO-4058,Technology,Phones,Apple iPhone,1862.45,1,0.4,322.42
594,CA-2022-001843,2019-12-18,2019-12-23,First Class,CU-00249,Customer_249,Consumer,United States,Seattle,Idaho,65032,West,PRD-STO-4831,Office Supplies,Storage,Iris Stacking,4163.87,4,0.0,397.58
595,CA-2022-001260,2019-03-01,2019-03-05,First Class,CU-00698,Customer_698,Home Office,United States,Las Vegas,Colorado,63533,West,PRD-STO-9074,Office Supplies,Storage,Storex Drawers,2270.8,4,0.2,173.89
596,CA-2022-001517,2020-04-28,2020-05-05,Standard Class,CU-00176,Customer_176,Consumer,United States,Chicago,Wisconsin,75072,Central,PRD-BIN-6981,Office Supplies,Binders,Avery Heavy Duty,1825.33,4,0.0,259.92
597,CA-2022-000267,2022-10-22,2022-10-28,Second Class,CU-00667,Customer_667,Corporate,United States,Dallas,Georgia,61558,South,PRD-LAB-2718,Office Supplies,Labels,Avery Self-Adhesive,1472.05,3,0.0,197.06
598,CA-2022-000866,2022-05-01,2022-05-08,First Class,CU-00017,Customer_17,Consumer,United States,Seattle,Utah,69863,West,PRD-SUP-4853,Office Supplies,Supplies,Dixon Pencil,1467.76,2,0.0,30.18
599,CA-2019-001014,2022-11-17,2022-11-22,First Class,CU-00346,Customer_346,Consumer,United States,Boston,New York,89320,East,PRD-SUP-5108,Office Supplies,Supplies,ACCO Binder,711.81,2,0.0,17.5
600,CA-2021-000238,2021-07-14,2021-07-19,Standard Class,CU-00400,Customer_400,Corporate,United States,New York,Maryland,55453,East,PRD-APP-2501,Office Supplies,Appliances,Fellowes Shredder,265.7,2,0.4,27.5
601,CA-2020-001235,2021-02-18,2021-02-24,Standard Class,CU-00447,Customer_447,Corporate,United States,Los Angeles,Montana,46031,West,PRD-ACC-9108,Technology,Accessories,Kensington Lock,3567.4,3,0.3,596.33
602,CA-2019-001483,2022-03-27,2022-03-30,Standard Class,CU-00713,Customer_713,Corporate,United States,San Francisco,Colorado,77648,West,PRD-ACC-9591,Technology,Accessories,Verbatim DVD,1739.42,1,0.3,256.38
603,CA-2019-000833,2020-11-10,2020-11-15,Standard Class,CU-00384,Customer_384,Consumer,United States,Miami,Mississippi,91204,South,PRD-APP-3751,Office Supplies,Appliances,Hoover Stick Vac,457.65,1,0.3,45.59
604,CA-2020-000544,2019-10-15,2019-10-19,First Class,CU-00401,Customer_401,Consumer,United States,Kansas City,Wisconsin,35704,Central,PRD-MAC-5040,Technology,Machines,Lexmark Laser,1274.18,3,0.1,54.89
605,CA-2021-001860,2021-04-09,2021-04-12,Standard Class,CU-00399,Customer_399,Consumer,United States,Las Vegas,Washington,54588,West,PRD-FUR-9733,Furniture,Furnishings,Deflect-O Panel,10004.99,4,0.0,1521.18
606,CA-2019-000052,2020-12-04,2020-12-09,First Class,CU-00027,Customer_27,Corporate,United States,St. Louis,Missouri,39133,Central,PRD-MAC-4662,Technology,Machines,Cubify CubeX,6372.73,4,0.2,293.64
607,CA-2020-001095,2019-02-02,2019-02-07,First Class,CU-00525,Customer_525,Consumer,United States,Miami,South Carolina,52516,South,PRD-FAS-4673,Office Supplies,Fasteners,Staples Pushpin,298.79,1,0.2,69.64
608,CA-2021-000191,2019-04-07,2019-04-10,Standard Class,CU-00301,Customer_301,Consumer,United States,Washington DC,Maine,31602,East,PRD-MAC-5409,Technology,Machines,Lexmark Laser,1065.7,4,0.0,40.12
609,CA-2021-001659,2019-12-22,2019-12-26,Standard Class,CU-00636,Customer_636,Consumer,United States,Dallas,Georgia,38389,South,PRD-PHO-9593,Technology,Phones,Motorola Smart,2514.04,1,0.0,249.77
610,CA-2021-000472,2020-12-25,2020-12-28,Standard Class,CU-00490,Customer_490,Home Office,United States,Boston,Pennsylvania,14612,East,PRD-SUP-9580,Office Supplies,Supplies,Crayola Crayons,127.5,2,0.2,1.99
611,CA-2020-000803,2020-12-14,2020-12-18,Standard Class,CU-00461,Customer_461,Consumer,United States,Las Vegas,Idaho,83112,West,PRD-MAC-7817,Technology,Machines,Sharp Calculat,1219.42,1,0.1,71.66
612,CA-2022-001629,2021-11-10,2021-11-14,Standard Class,CU-00629,Customer_629,Consumer,United States,San Francisco,Montana,54287,West,PRD-FAS-7913,Office Supplies,Fasteners,Staples Pushpin,5745.3,6,0.0,1230.9
613,CA-2019-000892,2022-11-20,2022-11-24,First Class,CU-00663,Customer_663,Consumer,United States,New Orleans,Georgia,20876,South,PRD-BIN-1645,Office Supplies,Binders,Avery Heavy Duty,963.53,1,0.0,104.93
614,CA-2020-000978,2020-10-11,2020-10-14,Standard Class,CU-00291,Customer_291,Consumer,United States,San Francisco,Washington,52726,West,PRD-FUR-1553,Furniture,Furnishings,DAX Frame,2400.48,2,0.2,319.51
615,CA-2019-000291,2021-10-20,2021-10-27,Standard Class,CU-00424,Customer_424,Home Office,United States,Kansas City,Iowa,28883,Central,PRD-ENV-8356,Office Supplies,Envelopes,Universal Peel-Seal,3793.13,5,0.2,564.62
616,CA-2022-001878,2020-08-12,2020-08-16,Standard Class,CU-00622,Customer_622,Consumer,United States,New Orleans,Florida,58343,South,PRD-COP-9902,Technology,Copiers,Canon imageCLASS,689.19,4,0.3,133.66
617,CA-2022-001606,2021-02-11,2021-02-16,Standard Class,CU-00786,Customer_786,Home Office,United States,Boston,Pennsylvania,17731,East,PRD-COP-5299,Technology,Copiers,Brother MFC,1447.37,2,0.0,368.9
618,CA-2019-001776,2020-12-17,2020-12-21,Second Class,CU-00146,Customer_146,Consumer,United States,Washington DC,Massachusetts,33680,East,PRD-LAB-8927,Office Supplies,Labels,Xerox 1900,173.22,1,0.1,22.44
619,CA-2020-000013,2019-07-29,2019-08-02,Second Class,CU-00454,Customer_454,Consumer,United States,Kansas City,Kansas,41600,Central,PRD-BIN-2981,Office Supplies,Binders,Storex DuraTech,586.58,3,0.1,63.22
620,CA-2022-000210,2019-12-20,2019-12-23,Standard Class,CU-00656,Customer_656,Corporate,United States,Los Angeles,Colorado,33827,West,PRD-COP-3804,Technology,Copiers,Brother MFC,14802.94,6,0.2,3889.86
621,CA-2022-001614,2022-08-30,2022-09-03,Standard Class,CU-00505,Customer_505,Corporate,United States,San Francisco,Oregon,52611,West,PRD-COP-6047,Technology,Copiers,Xerox DocuCenter,457.88,1,0.1,131.21
622,CA-2022-000487,2020-11-12,2020-11-16,Standard Class,CU-00585,Customer_585,Corporate,United States,Dallas,Texas,84847,South,PRD-TAB-3956,Furniture,Tables,Bretford CR4500,8925.22,5,0.1,-313.1
623,CA-2022-001128,2022-05-05,2022-05-09,First Class,CU-00572,Customer_572,Consumer,United States,Boston,Virginia,97388,East,PRD-STO-4510,Office Supplies,Storage,Storex Drawers,2150.59,2,0.0,180.26
624,CA-2022-001139,2019-07-21,2019-07-24,First Class,CU-00703,Customer_703,Consumer,United States,San Francisco,California,98502,West,PRD-APP-3838,Office Supplies,Appliances,Holmes Fan,42.7,1,0.3,4.67
625,CA-2019-001351,2022-09-28,2022-10-03,First Class,CU-00587,Customer_587,Consumer,United States,Detroit,Missouri,58784,Central,PRD-TAB-1662,Furniture,Tables,Bretford CR4500,355.24,1,0.4,-19.31
626,CA-2020-001535,2019-11-30,2019-12-07,Standard Class,CU-00680,Customer_680,Corporate,United States,Washington DC,Pennsylvania,55467,East,PRD-ACC-3444,Technology,Accessories,Logitech M325,1426.64,3,0.4,262.4
627,CA-2019-000118,2019-04-27,2019-05-02,Standard Class,CU-00408,Customer_408,Consumer,United States,Detroit,Kansas,35277,Central,PRD-BOO-8702,Furniture,Bookcases,Altra Furniture,1388.58,1,0.2,64.08
628,CA-2019-000281,2019-08-30,2019-09-05,Standard Class,CU-00119,Customer_119,Consumer,United States,Los Angeles,Nevada,30631,West,PRD-PHO-8644,Technology,Phones,Motorola Smart,873.3,4,0.3,134.98
629,CA-2020-001458,2022-06-18,2022-06-23,Standard Class,CU-00586,Customer_586,Consumer,United States,San Francisco,California,25854,West,PRD-LAB-5074,Office Supplies,Labels,Avery Self-Adhesive,600.47,1,0.2,78.06
630,CA-2020-001792,2020-01-02,2020-01-06,Standard Class,CU-00700,Customer_700,Consumer,United States,Las Vegas,California,96551,West,PRD-MAC-3451,Technology,Machines,Cubify CubeX,2410.96,4,0.0,141.51
631,CA-2022-000102,2019-11-04,2019-11-09,Second Class,CU-00760,Customer_760,Corporate,United States,Houston,Alabama,27646,South,PRD-APP-7008,Office Supplies,Appliances,Holmes Fan,2976.19,7,0.0,384.54
632,CA-2020-000080,2022-11-23,2022-11-28,Standard Class,CU-00376,Customer_376,Consumer,United States,Las Vegas,Colorado,26803,West,PRD-ACC-8433,Technology,Accessories,Belkin Mouse Pad,860.94,1,0.0,123.42
633,CA-2020-000276,2019-06-03,2019-06-09,Standard Class,CU-00507,Customer_507,Corporate,United States,San Francisco,California,43994,West,PRD-ACC-8894,Technology,Accessories,Belkin Mouse Pad,6150.52,5,0.0,825.14
634,CA-2021-000187,2021-05-22,2021-05-28,First Class,CU-00163,Customer_163,Consumer,United States,Washington DC,Pennsylvania,66521,East,PRD-CHA-3072,Furniture,Chairs,Hon 5700,7438.96,4,0.0,596.97
635,CA-2020-001348,2020-05-26,2020-05-29,Standard Class,CU-00638,Customer_638,Corporate,United States,Philadelphia,Maryland,14244,East,PRD-FUR-9132,Furniture,Furnishings,DAX Frame,5020.88,3,0.1,706.2
636,CA-2019-001757,2019-12-20,2019-12-27,Standard Class,CU-00527,Customer_527,Consumer,United States,Atlanta,Tennessee,65727,South,PRD-BOO-5114,Furniture,Bookcases,Sauder Barrister,28.8,2,0.0,1.33
637,CA-2019-000294,2021-07-09,2021-07-13,Second Class,CU-00745,Customer_745,Consumer,United States,St. Louis,Missouri,23156,Central,PRD-ART-3652,Office Supplies,Art,Dixon Ticonderoga,117.61,2,0.0,13.38
638,CA-2020-001857,2020-12-02,2020-12-07,Same Day,CU-00082,Customer_82,Consumer,United States,Las Vegas,California,24179,West,PRD-ENV-7694,Office Supplies,Envelopes,Poly String-Tie,543.29,2,0.1,77.35
639,CA-2020-000929,2021-10-04,2021-10-08,Standard Class,CU-00364,Customer_364,Corporate,United States,Atlanta,South Carolina,46116,South,PRD-COP-4220,Technology,Copiers,HP LaserJet,1198.92,1,0.1,304.79
640,CA-2019-001488,2019-09-04,2019-09-09,First Class,CU-00448,Customer_448,Corporate,United States,Miami,Texas,36812,South,PRD-ENV-3565,Office Supplies,Envelopes,Universal Peel-Seal,3974.37,4,0.1,576.01
641,CA-2022-000636,2019-05-12,2019-05-17,Standard Class,CU-00642,Customer_642,Consumer,United States,Los Angeles,Colorado,86696,West,PRD-PHO-1525,Technology,Phones,Samsung Galaxy,824.72,1,0.0,147.68
642,CA-2022-000314,2021-09-21,2021-09-26,Standard Class,CU-00733,Customer_733,Corporate,United States,New York,Maine,87137,East,PRD-FUR-1321,Furniture,Furnishings,Eldon Desk,1095.67,3,0.3,135.59
643,CA-2020-000927,2020-05-25,2020-05-30,First Class,CU-00663,Customer_663,Corporate,United States,New Orleans,Texas,51293,South,PRD-LAB-1692,Office Supplies,Labels,Mead Tab,733.75,1,0.0,139.18
644,CA-2022-000243,2022-08-01,2022-08-05,First Class,CU-00392,Customer_392,Home Office,United States,St. Louis,Kansas,74595,Central,PRD-TAB-2970,Furniture,Tables,Bevis Round,4083.04,4,0.0,-193.24
645,CA-2022-000839,2021-09-09,2021-09-14,Standard Class,CU-00597,Customer_597,Consumer,United States,Detroit,Illinois,73572,Central,PRD-CHA-8158,Furniture,Chairs,Staples Hyken,2085.45,1,0.2,198.4
646,CA-2022-000984,2019-12-05,2019-12-11,Standard Class,CU-00092,Customer_92,Consumer,United States,Chicago,Minnesota,44617,Central,PRD-COP-4511,Technology,Copiers,HP LaserJet,3977.64,2,0.1,798.43
647,CA-2022-001242,2019-06-21,2019-06-25,Standard Class,CU-00551,Customer_551,Home Office,United States,Boston,Pennsylvania,81532,East,PRD-SUP-3401,Office Supplies,Supplies,ACCO Binder,483.89,5,0.1,6.9
648,CA-2019-001808,2022-01-24,2022-01-31,Standard Class,CU-00239,Customer_239,Corporate,United States,New Orleans,Texas,19254,South,PRD-MAC-3633,Technology,Machines,Lexmark Laser,8080.87,4,0.0,407.23
649,CA-2022-001307,2019-12-20,2019-12-23,Standard Class,CU-00577,Customer_577,Consumer,United States,Miami,Texas,80660,South,PRD-BOO-8771,Furniture,Bookcases,Altra Furniture,4320.8,2,0.0,210.86
